MONTH,DAY_OF_WEEK,ORIGIN,BusyFactor,LateFactor,Combined_BusyLateFactor,DEST,Delay15Min,DISTANCE,Hourofdeparture
4,3,BWI,4,4,7,TPA,0,842,1700 - 1900
4,3,BWI,4,4,7,TPA,0,842,1300 - 1500
4,2,BWI,4,4,7,TPA,0,842,0700 - 0900
4,2,BWI,4,4,7,TPA,0,842,1100 - 1300
4,5,BWI,4,4,7,TPA,1,842,1900 - 2000
5,2,BWI,4,4,7,TPA,0,842,0000 - 0700
5,5,BWI,4,4,7,TPA,1,842,1900 - 2000
6,3,BWI,4,4,7,TPA,0,842,0700 - 0900
7,1,BWI,4,4,7,TPA,0,842,0700 - 0900
7,1,BWI,4,4,7,TPA,0,842,1900 - 2000
8,1,BWI,4,4,7,TPA,0,842,1700 - 1900
8,1,BWI,4,4,7,TPA,0,842,0000 - 0700
8,5,BWI,4,4,7,TPA,1,842,0900 - 1100
9,3,BWI,4,4,7,TPA,0,842,1700 - 1900
9,5,BWI,4,4,7,TPA,0,842,1500 - 1700
10,3,BWI,4,4,7,TPA,0,842,0000 - 0700
10,6,BWI,4,4,7,TPA,0,842,1500 - 1700
10,1,BWI,4,4,7,TPA,0,842,1300 - 1500
10,3,BWI,4,4,7,TPA,0,842,1700 - 1900
10,5,BWI,4,4,7,TPA,1,842,0900 - 1100
11,1,BWI,4,4,7,TPA,0,842,0000 - 0700
11,4,BWI,4,4,7,TPA,0,842,0000 - 0700
11,1,BWI,4,4,7,TPA,0,842,1300 - 1500
11,7,BWI,4,4,7,TPA,1,842,2000 - 2400
11,4,BWI,4,4,7,TPA,0,842,0900 - 1100
12,1,BWI,4,4,7,TPA,1,842,2000 - 2400
12,1,BWI,4,4,7,TPA,1,842,1700 - 1900
12,7,BWI,4,4,7,TPA,0,842,0900 - 1100
12,3,BWI,4,4,7,TPA,1,842,2000 - 2400
12,5,BWI,4,4,7,TPA,0,842,1300 - 1500
12,5,BWI,4,4,7,TPA,0,842,2000 - 2400
1,7,TPA,4,4,7,BWI,0,842,0900 - 1100
1,3,TPA,4,4,7,BWI,1,842,1300 - 1500
2,1,TPA,4,4,7,BWI,1,842,1300 - 1500
2,3,TPA,4,4,7,BWI,1,842,2000 - 2400
3,7,TPA,4,4,7,BWI,0,842,1700 - 1900
3,2,TPA,4,4,7,BWI,1,842,2000 - 2400
3,3,TPA,4,4,7,BWI,1,842,1500 - 1700
3,7,TPA,4,4,7,BWI,0,842,0900 - 1100
3,1,TPA,4,4,7,BWI,0,842,2000 - 2400
4,6,TPA,4,4,7,BWI,0,842,1100 - 1300
4,1,TPA,4,4,7,BWI,1,842,1100 - 1300
5,1,TPA,4,4,7,BWI,0,842,1100 - 1300
5,4,TPA,4,4,7,BWI,0,842,2000 - 2400
5,7,TPA,4,4,7,BWI,0,842,1900 - 2000
5,1,TPA,4,4,7,BWI,0,842,2000 - 2400
6,3,TPA,4,4,7,BWI,0,842,1100 - 1300
6,3,TPA,4,4,7,BWI,0,842,1100 - 1300
6,4,TPA,4,4,7,BWI,0,842,2000 - 2400
7,7,TPA,4,4,7,BWI,0,842,1100 - 1300
7,2,TPA,4,4,7,BWI,0,842,1300 - 1500
7,5,TPA,4,4,7,BWI,1,842,2000 - 2400
7,1,TPA,4,4,7,BWI,0,842,2000 - 2400
8,5,TPA,4,4,7,BWI,0,842,1300 - 1500
8,4,TPA,4,4,7,BWI,0,842,0000 - 0700
8,6,TPA,4,4,7,BWI,0,842,1100 - 1300
8,1,TPA,4,4,7,BWI,0,842,1700 - 1900
8,1,TPA,4,4,7,BWI,0,842,1100 - 1300
8,2,TPA,4,4,7,BWI,1,842,1100 - 1300
8,1,TPA,4,4,7,BWI,1,842,0700 - 0900
8,1,TPA,4,4,7,BWI,0,842,0900 - 1100
9,1,TPA,4,4,7,BWI,0,842,0000 - 0700
9,7,TPA,4,4,7,BWI,0,842,0900 - 1100
9,2,TPA,4,4,7,BWI,0,842,1100 - 1300
10,7,TPA,4,4,7,BWI,0,842,0900 - 1100
10,3,TPA,4,4,7,BWI,0,842,0900 - 1100
10,3,TPA,4,4,7,BWI,1,842,2000 - 2400
11,6,TPA,4,4,7,BWI,0,842,0700 - 0900
11,3,TPA,4,4,7,BWI,0,842,1100 - 1300
11,4,TPA,4,4,7,BWI,0,842,2000 - 2400
11,4,TPA,4,4,7,BWI,0,842,1100 - 1300
12,6,TPA,4,4,7,BWI,0,842,1500 - 1700
12,2,TPA,4,4,7,BWI,0,842,1100 - 1300
2,5,PVD,2,3,3,MDW,0,842,1500 - 1700
3,5,PVD,2,3,3,MDW,0,842,1500 - 1700
4,2,PVD,2,3,3,MDW,0,842,1500 - 1700
7,4,PVD,2,3,3,MDW,1,842,0900 - 1100
7,3,PVD,2,3,3,MDW,0,842,0000 - 0700
9,4,PVD,2,3,3,MDW,0,842,1500 - 1700
9,6,PVD,2,3,3,MDW,0,842,1500 - 1700
10,6,PVD,2,3,3,MDW,0,842,1300 - 1500
12,1,PVD,2,3,3,MDW,1,842,0000 - 0700
12,5,PVD,2,3,3,MDW,0,842,0000 - 0700
1,1,TUL,1,4,2,CLT,0,842,1300 - 1500
1,5,TUL,1,4,2,CLT,0,842,1300 - 1500
2,3,TUL,1,4,2,CLT,0,842,0700 - 0900
3,4,TUL,1,4,2,CLT,0,842,1300 - 1500
4,3,TUL,1,4,2,CLT,0,842,1300 - 1500
5,5,TUL,1,4,2,CLT,0,842,0700 - 0900
5,3,TUL,1,4,2,CLT,0,842,1500 - 1700
6,3,TUL,1,4,2,CLT,0,842,1300 - 1500
7,7,TUL,1,4,2,CLT,0,842,1300 - 1500
7,5,TUL,1,4,2,CLT,0,842,0700 - 0900
9,2,TUL,1,4,2,CLT,0,842,0700 - 0900
10,4,TUL,1,4,2,CLT,0,842,1100 - 1300
10,2,TUL,1,4,2,CLT,0,842,1100 - 1300
11,2,TUL,1,4,2,CLT,0,842,0700 - 0900
11,5,TUL,1,4,2,CLT,0,842,1100 - 1300
12,1,TUL,1,4,2,CLT,0,842,1100 - 1300
1,3,PHX,5,3,6,SAT,1,843,1100 - 1300
1,1,PHX,5,3,6,SAT,0,843,1900 - 2000
1,3,PHX,5,3,6,SAT,0,843,1900 - 2000
1,7,PHX,5,3,6,SAT,0,843,1700 - 1900
2,3,PHX,5,3,6,SAT,0,843,1300 - 1500
3,6,PHX,5,3,6,SAT,0,843,0900 - 1100
3,1,PHX,5,3,6,SAT,0,843,0900 - 1100
3,4,PHX,5,3,6,SAT,0,843,1700 - 1900
4,4,PHX,5,3,6,SAT,1,843,2000 - 2400
5,6,PHX,5,3,6,SAT,1,843,2000 - 2400
6,4,PHX,5,3,6,SAT,1,843,1500 - 1700
6,7,PHX,5,3,6,SAT,0,843,0700 - 0900
7,2,PHX,5,3,6,SAT,0,843,1900 - 2000
7,2,PHX,5,3,6,SAT,0,843,1500 - 1700
7,5,PHX,5,3,6,SAT,1,843,1700 - 1900
8,6,PHX,5,3,6,SAT,0,843,1100 - 1300
8,1,PHX,5,3,6,SAT,0,843,1500 - 1700
9,2,PHX,5,3,6,SAT,1,843,1900 - 2000
10,3,PHX,5,3,6,SAT,1,843,1500 - 1700
11,2,PHX,5,3,6,SAT,0,843,1100 - 1300
11,4,PHX,5,3,6,SAT,1,843,0900 - 1100
12,2,PHX,5,3,6,SAT,0,843,1100 - 1300
12,6,PHX,5,3,6,SAT,0,843,0900 - 1100
12,5,PHX,5,3,6,SAT,0,843,1300 - 1500
12,5,PHX,5,3,6,SAT,1,843,1900 - 2000
12,6,PHX,5,3,6,SAT,0,843,1900 - 2000
1,5,SAT,3,2,3,PHX,1,843,1900 - 2000
1,4,SAT,3,2,3,PHX,0,843,0000 - 0700
1,1,SAT,3,2,3,PHX,0,843,0000 - 0700
1,1,SAT,3,2,3,PHX,0,843,0000 - 0700
1,4,SAT,3,2,3,PHX,0,843,1900 - 2000
2,3,SAT,3,2,3,PHX,0,843,0000 - 0700
4,6,SAT,3,2,3,PHX,1,843,1700 - 1900
5,4,SAT,3,2,3,PHX,0,843,0700 - 0900
5,4,SAT,3,2,3,PHX,0,843,0700 - 0900
5,1,SAT,3,2,3,PHX,0,843,0700 - 0900
5,6,SAT,3,2,3,PHX,1,843,2000 - 2400
7,7,SAT,3,2,3,PHX,0,843,2000 - 2400
7,1,SAT,3,2,3,PHX,1,843,2000 - 2400
8,1,SAT,3,2,3,PHX,1,843,2000 - 2400
8,1,SAT,3,2,3,PHX,0,843,0700 - 0900
10,7,SAT,3,2,3,PHX,0,843,2000 - 2400
10,2,SAT,3,2,3,PHX,0,843,0700 - 0900
10,4,SAT,3,2,3,PHX,1,843,2000 - 2400
10,2,SAT,3,2,3,PHX,0,843,1900 - 2000
11,6,SAT,3,2,3,PHX,0,843,1700 - 1900
11,1,SAT,3,2,3,PHX,0,843,1500 - 1700
11,5,SAT,3,2,3,PHX,0,843,1300 - 1500
12,1,SAT,3,2,3,PHX,0,843,1700 - 1900
12,4,SAT,3,2,3,PHX,0,843,1900 - 2000
12,6,SAT,3,2,3,PHX,0,843,1500 - 1700
12,2,SAT,3,2,3,PHX,0,843,0900 - 1100
12,1,SAT,3,2,3,PHX,0,843,0000 - 0700
2,1,DEN,5,5,10,FAT,0,844,1500 - 1700
2,7,DEN,5,5,10,FAT,1,844,2000 - 2400
3,2,DEN,5,5,10,FAT,0,844,0900 - 1100
3,7,DEN,5,5,10,FAT,0,844,1700 - 1900
3,2,DEN,5,5,10,FAT,0,844,1500 - 1700
5,5,DEN,5,5,10,FAT,0,844,0900 - 1100
5,5,DEN,5,5,10,FAT,0,844,1500 - 1700
5,7,DEN,5,5,10,FAT,0,844,0900 - 1100
6,3,DEN,5,5,10,FAT,0,844,0700 - 0900
6,2,DEN,5,5,10,FAT,0,844,1900 - 2000
6,3,DEN,5,5,10,FAT,0,844,1900 - 2000
6,5,DEN,5,5,10,FAT,1,844,2000 - 2400
10,2,DEN,5,5,10,FAT,0,844,1500 - 1700
10,5,DEN,5,5,10,FAT,1,844,2000 - 2400
11,7,DEN,5,5,10,FAT,0,844,1700 - 1900
11,3,DEN,5,5,10,FAT,0,844,1500 - 1700
11,7,DEN,5,5,10,FAT,0,844,1700 - 1900
11,7,DEN,5,5,10,FAT,0,844,1500 - 1700
12,3,DEN,5,5,10,FAT,1,844,1900 - 2000
12,5,DEN,5,5,10,FAT,0,844,0900 - 1100
12,3,DEN,5,5,10,FAT,1,844,1900 - 2000
12,7,DEN,5,5,10,FAT,1,844,1500 - 1700
7,5,SFO,5,5,10,FCA,0,844,0900 - 1100
7,6,SFO,5,5,10,FCA,0,844,0900 - 1100
8,1,SFO,5,5,10,FCA,0,844,0900 - 1100
1,4,IAH,5,4,8,IND,0,844,1700 - 1900
1,6,IAH,5,4,8,IND,0,844,1500 - 1700
3,4,IAH,5,4,8,IND,0,844,1100 - 1300
3,3,IAH,5,4,8,IND,0,844,1700 - 1900
4,7,IAH,5,4,8,IND,0,844,1500 - 1700
4,5,IAH,5,4,8,IND,0,844,1700 - 1900
4,6,IAH,5,4,8,IND,0,844,1700 - 1900
4,4,IAH,5,4,8,IND,0,844,0900 - 1100
4,5,IAH,5,4,8,IND,0,844,1700 - 1900
5,6,IAH,5,4,8,IND,1,844,2000 - 2400
5,3,IAH,5,4,8,IND,0,844,1100 - 1300
6,4,IAH,5,4,8,IND,1,844,1900 - 2000
6,2,IAH,5,4,8,IND,0,844,1500 - 1700
6,4,IAH,5,4,8,IND,0,844,1700 - 1900
6,5,IAH,5,4,8,IND,0,844,0700 - 0900
7,3,IAH,5,4,8,IND,0,844,0700 - 0900
7,1,IAH,5,4,8,IND,0,844,1700 - 1900
8,7,IAH,5,4,8,IND,0,844,0700 - 0900
10,3,IAH,5,4,8,IND,0,844,0700 - 0900
10,1,IAH,5,4,8,IND,0,844,0900 - 1100
11,4,IAH,5,4,8,IND,0,844,0900 - 1100
11,3,IAH,5,4,8,IND,0,844,1100 - 1300
11,1,IAH,5,4,8,IND,0,844,0700 - 0900
12,2,IAH,5,4,8,IND,0,844,1700 - 1900
12,3,IAH,5,4,8,IND,1,844,1300 - 1500
12,5,IAH,5,4,8,IND,0,844,0700 - 0900
12,1,IAH,5,4,8,IND,0,844,1700 - 1900
1,4,IND,3,1,2,IAH,1,844,1300 - 1500
2,2,IND,3,1,2,IAH,1,844,1500 - 1700
2,6,IND,3,1,2,IAH,0,844,1500 - 1700
3,6,IND,3,1,2,IAH,0,844,1700 - 1900
4,1,IND,3,1,2,IAH,1,844,0900 - 1100
5,6,IND,3,1,2,IAH,1,844,1100 - 1300
5,1,IND,3,1,2,IAH,0,844,1500 - 1700
5,5,IND,3,1,2,IAH,0,844,1500 - 1700
6,3,IND,3,1,2,IAH,1,844,0700 - 0900
6,7,IND,3,1,2,IAH,0,844,1100 - 1300
7,2,IND,3,1,2,IAH,0,844,0900 - 1100
8,3,IND,3,1,2,IAH,0,844,1100 - 1300
8,6,IND,3,1,2,IAH,0,844,0700 - 0900
9,7,IND,3,1,2,IAH,0,844,1700 - 1900
10,4,IND,3,1,2,IAH,0,844,1700 - 1900
1,3,FAT,1,1,1,DEN,0,844,1500 - 1700
1,2,FAT,1,1,1,DEN,0,844,0000 - 0700
1,3,FAT,1,1,1,DEN,0,844,0000 - 0700
2,5,FAT,1,1,1,DEN,1,844,0700 - 0900
2,6,FAT,1,1,1,DEN,0,844,0700 - 0900
4,6,FAT,1,1,1,DEN,0,844,0000 - 0700
4,3,FAT,1,1,1,DEN,0,844,0000 - 0700
5,5,FAT,1,1,1,DEN,0,844,0900 - 1100
5,3,FAT,1,1,1,DEN,0,844,0000 - 0700
6,5,FAT,1,1,1,DEN,0,844,1500 - 1700
8,3,FAT,1,1,1,DEN,0,844,0000 - 0700
9,3,FAT,1,1,1,DEN,0,844,1500 - 1700
9,6,FAT,1,1,1,DEN,0,844,1100 - 1300
10,2,FAT,1,1,1,DEN,0,844,0000 - 0700
10,1,FAT,1,1,1,DEN,0,844,1100 - 1300
11,2,FAT,1,1,1,DEN,0,844,0000 - 0700
11,6,FAT,1,1,1,DEN,0,844,1500 - 1700
12,7,FAT,1,1,1,DEN,0,844,1100 - 1300
12,3,FAT,1,1,1,DEN,1,844,1500 - 1700
12,1,FAT,1,1,1,DEN,0,844,1100 - 1300
2,3,DEN,5,5,10,BFL,0,845,1900 - 2000
2,7,DEN,5,5,10,BFL,0,845,1100 - 1300
2,6,DEN,5,5,10,BFL,1,845,1900 - 2000
4,2,DEN,5,5,10,BFL,0,845,1900 - 2000
5,5,DEN,5,5,10,BFL,0,845,1900 - 2000
5,1,DEN,5,5,10,BFL,0,845,1900 - 2000
6,6,DEN,5,5,10,BFL,1,845,2000 - 2400
10,3,DEN,5,5,10,BFL,0,845,0900 - 1100
12,1,DEN,5,5,10,BFL,0,845,0900 - 1100
1,7,LAS,5,4,8,FCA,0,845,0700 - 0900
1,1,DEN,5,5,10,SNA,0,846,1500 - 1700
1,5,DEN,5,5,10,SNA,0,846,1500 - 1700
1,2,DEN,5,5,10,SNA,0,846,1500 - 1700
1,4,DEN,5,5,10,SNA,1,846,1700 - 1900
1,3,DEN,5,5,10,SNA,0,846,1900 - 2000
2,1,DEN,5,5,10,SNA,0,846,1300 - 1500
3,5,DEN,5,5,10,SNA,0,846,1300 - 1500
3,3,DEN,5,5,10,SNA,0,846,1900 - 2000
3,7,DEN,5,5,10,SNA,0,846,2000 - 2400
3,7,DEN,5,5,10,SNA,0,846,1300 - 1500
3,4,DEN,5,5,10,SNA,0,846,0700 - 0900
4,4,DEN,5,5,10,SNA,1,846,2000 - 2400
4,7,DEN,5,5,10,SNA,0,846,2000 - 2400
4,1,DEN,5,5,10,SNA,0,846,0700 - 0900
4,3,DEN,5,5,10,SNA,0,846,1100 - 1300
4,3,DEN,5,5,10,SNA,0,846,0700 - 0900
4,1,DEN,5,5,10,SNA,1,846,0900 - 1100
4,4,DEN,5,5,10,SNA,0,846,0700 - 0900
4,1,DEN,5,5,10,SNA,0,846,0900 - 1100
4,5,DEN,5,5,10,SNA,0,846,0700 - 0900
5,3,DEN,5,5,10,SNA,1,846,0900 - 1100
5,6,DEN,5,5,10,SNA,1,846,0900 - 1100
5,1,DEN,5,5,10,SNA,0,846,1700 - 1900
5,3,DEN,5,5,10,SNA,0,846,0900 - 1100
6,4,DEN,5,5,10,SNA,1,846,0000 - 0700
6,3,DEN,5,5,10,SNA,0,846,0900 - 1100
6,2,DEN,5,5,10,SNA,0,846,1500 - 1700
6,5,DEN,5,5,10,SNA,0,846,1300 - 1500
7,6,DEN,5,5,10,SNA,0,846,1300 - 1500
7,5,DEN,5,5,10,SNA,1,846,2000 - 2400
7,4,DEN,5,5,10,SNA,0,846,0900 - 1100
7,4,DEN,5,5,10,SNA,0,846,2000 - 2400
7,5,DEN,5,5,10,SNA,0,846,1700 - 1900
8,6,DEN,5,5,10,SNA,0,846,1700 - 1900
8,2,DEN,5,5,10,SNA,1,846,1300 - 1500
8,1,DEN,5,5,10,SNA,1,846,0700 - 0900
9,4,DEN,5,5,10,SNA,0,846,0700 - 0900
9,5,DEN,5,5,10,SNA,1,846,1100 - 1300
9,3,DEN,5,5,10,SNA,0,846,1500 - 1700
10,4,DEN,5,5,10,SNA,1,846,2000 - 2400
10,7,DEN,5,5,10,SNA,0,846,1300 - 1500
10,4,DEN,5,5,10,SNA,1,846,0700 - 0900
10,7,DEN,5,5,10,SNA,0,846,0700 - 0900
11,2,DEN,5,5,10,SNA,0,846,0700 - 0900
12,7,DEN,5,5,10,SNA,0,846,1900 - 2000
12,2,DEN,5,5,10,SNA,0,846,0700 - 0900
12,7,PDX,4,1,2,LGB,0,846,0000 - 0700
1,2,SNA,3,1,2,DEN,0,846,1500 - 1700
1,1,SNA,3,1,2,DEN,1,846,1300 - 1500
2,5,SNA,3,1,2,DEN,0,846,1300 - 1500
2,7,SNA,3,1,2,DEN,1,846,1300 - 1500
3,7,SNA,3,1,2,DEN,0,846,1700 - 1900
3,2,SNA,3,1,2,DEN,0,846,0000 - 0700
3,5,SNA,3,1,2,DEN,0,846,1500 - 1700
4,3,SNA,3,1,2,DEN,0,846,0000 - 0700
4,1,SNA,3,1,2,DEN,0,846,0000 - 0700
4,1,SNA,3,1,2,DEN,0,846,0900 - 1100
5,3,SNA,3,1,2,DEN,0,846,0000 - 0700
5,2,SNA,3,1,2,DEN,0,846,0000 - 0700
5,4,SNA,3,1,2,DEN,0,846,1900 - 2000
5,7,SNA,3,1,2,DEN,1,846,1900 - 2000
6,6,SNA,3,1,2,DEN,1,846,1700 - 1900
6,3,SNA,3,1,2,DEN,0,846,0900 - 1100
6,7,SNA,3,1,2,DEN,1,846,0900 - 1100
6,7,SNA,3,1,2,DEN,0,846,1100 - 1300
6,4,SNA,3,1,2,DEN,0,846,0000 - 0700
6,7,SNA,3,1,2,DEN,1,846,1900 - 2000
6,5,SNA,3,1,2,DEN,1,846,1700 - 1900
7,1,SNA,3,1,2,DEN,0,846,1500 - 1700
7,5,SNA,3,1,2,DEN,0,846,0000 - 0700
7,3,SNA,3,1,2,DEN,0,846,0000 - 0700
7,5,SNA,3,1,2,DEN,0,846,1500 - 1700
9,3,SNA,3,1,2,DEN,0,846,0000 - 0700
10,4,SNA,3,1,2,DEN,0,846,1700 - 1900
10,5,SNA,3,1,2,DEN,0,846,0700 - 0900
10,2,SNA,3,1,2,DEN,0,846,2000 - 2400
10,1,SNA,3,1,2,DEN,0,846,1700 - 1900
10,2,SNA,3,1,2,DEN,0,846,1300 - 1500
10,6,SNA,3,1,2,DEN,0,846,0900 - 1100
10,4,SNA,3,1,2,DEN,1,846,1100 - 1300
10,5,SNA,3,1,2,DEN,0,846,0000 - 0700
10,2,SNA,3,1,2,DEN,0,846,0700 - 0900
10,4,SNA,3,1,2,DEN,0,846,0900 - 1100
11,7,SNA,3,1,2,DEN,0,846,1100 - 1300
11,3,SNA,3,1,2,DEN,0,846,2000 - 2400
11,2,SNA,3,1,2,DEN,0,846,0000 - 0700
12,3,SNA,3,1,2,DEN,0,846,1700 - 1900
12,7,SNA,3,1,2,DEN,0,846,0700 - 0900
12,2,SNA,3,1,2,DEN,0,846,1100 - 1300
4,4,PDX,4,1,2,LGB,0,846,0000 - 0700
5,2,PDX,4,1,2,LGB,0,846,0000 - 0700
6,1,PDX,4,1,2,LGB,0,846,0000 - 0700
7,4,PDX,4,1,2,LGB,0,846,0000 - 0700
9,7,PDX,4,1,2,LGB,0,846,0000 - 0700
10,2,PDX,4,1,2,LGB,1,846,1100 - 1300
12,6,PDX,4,1,2,LGB,0,846,0000 - 0700
1,2,LGB,2,1,1,PDX,0,846,1700 - 1900
6,1,LGB,2,1,1,PDX,0,846,1700 - 1900
7,2,LGB,2,1,1,PDX,1,846,1700 - 1900
8,7,LGB,2,1,1,PDX,0,846,1700 - 1900
9,3,LGB,2,1,1,PDX,0,846,1700 - 1900
11,4,LGB,2,1,1,PDX,0,846,1700 - 1900
1,3,SFO,5,5,10,EGE,0,847,0900 - 1100
2,5,SFO,5,5,10,EGE,0,847,0900 - 1100
3,2,SFO,5,5,10,EGE,0,847,0900 - 1100
3,6,SFO,5,5,10,EGE,1,847,1100 - 1300
8,2,DFW,5,5,10,AVL,0,848,1100 - 1300
8,3,DFW,5,5,10,AVL,0,848,1100 - 1300
9,6,DFW,5,5,10,AVL,1,848,1100 - 1300
9,4,DFW,5,5,10,AVL,1,848,1100 - 1300
10,2,DFW,5,5,10,AVL,1,848,1300 - 1500
12,4,DFW,5,5,10,AVL,1,848,1100 - 1300
1,2,MDW,5,5,10,JAX,0,849,1500 - 1700
6,3,MDW,5,5,10,JAX,0,849,1500 - 1700
10,1,MDW,5,5,10,JAX,0,849,1300 - 1500
10,2,MDW,5,5,10,JAX,0,849,1300 - 1500
2,5,ORD,5,5,10,PVD,0,849,1900 - 2000
3,7,ORD,5,5,10,PVD,0,849,1300 - 1500
5,3,ORD,5,5,10,PVD,0,849,1300 - 1500
5,5,ORD,5,5,10,PVD,0,849,1300 - 1500
6,4,ORD,5,5,10,PVD,0,849,1700 - 1900
6,1,ORD,5,5,10,PVD,0,849,0000 - 0700
7,3,ORD,5,5,10,PVD,1,849,0000 - 0700
7,7,ORD,5,5,10,PVD,0,849,1100 - 1300
7,1,ORD,5,5,10,PVD,0,849,1100 - 1300
7,4,ORD,5,5,10,PVD,0,849,0000 - 0700
8,7,ORD,5,5,10,PVD,0,849,1100 - 1300
8,7,ORD,5,5,10,PVD,0,849,0000 - 0700
10,2,ORD,5,5,10,PVD,0,849,1700 - 1900
10,4,ORD,5,5,10,PVD,0,849,1700 - 1900
10,4,ORD,5,5,10,PVD,0,849,0000 - 0700
11,1,ORD,5,5,10,PVD,0,849,0700 - 0900
11,5,ORD,5,5,10,PVD,1,849,0900 - 1100
12,6,ORD,5,5,10,PVD,0,849,1300 - 1500
12,1,ORD,5,5,10,PVD,1,849,1300 - 1500
1,2,HOU,4,5,8,MCO,0,849,0900 - 1100
2,3,HOU,4,5,8,MCO,1,849,2000 - 2400
3,1,HOU,4,5,8,MCO,0,849,1300 - 1500
4,3,HOU,4,5,8,MCO,0,849,0700 - 0900
4,6,HOU,4,5,8,MCO,0,849,0700 - 0900
4,2,HOU,4,5,8,MCO,0,849,1100 - 1300
5,2,HOU,4,5,8,MCO,0,849,0700 - 0900
5,1,HOU,4,5,8,MCO,1,849,1300 - 1500
5,6,HOU,4,5,8,MCO,0,849,1700 - 1900
6,3,HOU,4,5,8,MCO,1,849,1100 - 1300
6,6,HOU,4,5,8,MCO,1,849,1900 - 2000
6,4,HOU,4,5,8,MCO,0,849,1100 - 1300
6,2,HOU,4,5,8,MCO,1,849,0700 - 0900
6,5,HOU,4,5,8,MCO,1,849,1300 - 1500
7,1,HOU,4,5,8,MCO,0,849,2000 - 2400
7,2,HOU,4,5,8,MCO,1,849,1700 - 1900
9,1,HOU,4,5,8,MCO,0,849,1300 - 1500
12,1,HOU,4,5,8,MCO,0,849,0700 - 0900
12,4,HOU,4,5,8,MCO,0,849,1700 - 1900
12,4,HOU,4,5,8,MCO,0,849,2000 - 2400
1,3,MCO,5,4,8,HOU,0,849,1700 - 1900
1,6,MCO,5,4,8,HOU,0,849,1700 - 1900
3,2,MCO,5,4,8,HOU,0,849,1700 - 1900
4,3,MCO,5,4,8,HOU,0,849,1300 - 1500
5,4,MCO,5,4,8,HOU,0,849,2000 - 2400
5,5,MCO,5,4,8,HOU,0,849,1700 - 1900
6,6,MCO,5,4,8,HOU,1,849,1700 - 1900
8,3,MCO,5,4,8,HOU,0,849,0700 - 0900
8,4,MCO,5,4,8,HOU,0,849,0700 - 0900
8,1,MCO,5,4,8,HOU,0,849,1300 - 1500
9,1,MCO,5,4,8,HOU,0,849,1100 - 1300
10,1,MCO,5,4,8,HOU,0,849,0700 - 0900
10,3,MCO,5,4,8,HOU,0,849,0900 - 1100
11,2,MCO,5,4,8,HOU,1,849,0000 - 0700
12,5,MCO,5,4,8,HOU,0,849,0700 - 0900
2,1,JAX,3,2,3,MDW,0,849,0900 - 1100
4,7,JAX,3,2,3,MDW,0,849,0700 - 0900
4,2,JAX,3,2,3,MDW,0,849,0700 - 0900
7,3,JAX,3,2,3,MDW,0,849,0900 - 1100
11,5,JAX,3,2,3,MDW,0,849,1100 - 1300
12,6,JAX,3,2,3,MDW,0,849,1300 - 1500
3,4,PVD,2,3,3,ORD,0,849,0000 - 0700
3,1,PVD,2,3,3,ORD,0,849,1500 - 1700
4,5,PVD,2,3,3,ORD,1,849,1700 - 1900
4,4,PVD,2,3,3,ORD,0,849,1700 - 1900
5,2,PVD,2,3,3,ORD,0,849,0700 - 0900
5,4,PVD,2,3,3,ORD,0,849,0700 - 0900
6,6,PVD,2,3,3,ORD,0,849,0000 - 0700
6,6,PVD,2,3,3,ORD,0,849,1700 - 1900
7,7,PVD,2,3,3,ORD,0,849,1700 - 1900
7,6,PVD,2,3,3,ORD,1,849,0900 - 1100
8,6,PVD,2,3,3,ORD,0,849,0700 - 0900
8,3,PVD,2,3,3,ORD,1,849,1100 - 1300
8,5,PVD,2,3,3,ORD,0,849,1500 - 1700
10,1,PVD,2,3,3,ORD,0,849,0900 - 1100
10,7,PVD,2,3,3,ORD,0,849,0900 - 1100
11,7,PVD,2,3,3,ORD,1,849,1700 - 1900
12,6,IAD,4,1,2,SRQ,0,849,0700 - 0900
1,1,DEN,5,5,10,BUR,0,850,0700 - 0900
3,3,DEN,5,5,10,BUR,0,850,1900 - 2000
4,4,DEN,5,5,10,BUR,0,850,0900 - 1100
4,7,DEN,5,5,10,BUR,0,850,0900 - 1100
5,5,DEN,5,5,10,BUR,0,850,1300 - 1500
6,2,DEN,5,5,10,BUR,1,850,2000 - 2400
7,1,DEN,5,5,10,BUR,0,850,1300 - 1500
7,4,DEN,5,5,10,BUR,0,850,1300 - 1500
8,4,DEN,5,5,10,BUR,1,850,2000 - 2400
8,5,DEN,5,5,10,BUR,0,850,1300 - 1500
8,2,DEN,5,5,10,BUR,1,850,1300 - 1500
8,6,DEN,5,5,10,BUR,0,850,1300 - 1500
9,4,DEN,5,5,10,BUR,0,850,1900 - 2000
9,5,DEN,5,5,10,BUR,0,850,0700 - 0900
10,1,DEN,5,5,10,BUR,0,850,1900 - 2000
10,2,DEN,5,5,10,BUR,0,850,1900 - 2000
10,3,DEN,5,5,10,BUR,0,850,2000 - 2400
10,4,DEN,5,5,10,BUR,0,850,1300 - 1500
11,6,DEN,5,5,10,BUR,0,850,0900 - 1100
11,6,DEN,5,5,10,BUR,0,850,1700 - 1900
12,4,DEN,5,5,10,BUR,0,850,0700 - 0900
12,3,DEN,5,5,10,BUR,0,850,0700 - 0900
5,7,DAL,4,5,8,MKE,1,850,1900 - 2000
